date,topic,clicks,impressions
2026-09-11,chatgpt_prompts,0,4
2026-09-11,chatgpt_translate,0,19
2026-09-11,digital_marketing,0,2
2026-09-11,instagram_bots,0,3
2026-09-11,irrelevant_ukr,0,2
2026-09-11,leads_automation,0,1
2026-09-11,other,0,10
2026-09-11,seo,0,3
2026-09-11,smm,0,1
2026-09-11,telegram_ads,0,2
2026-09-11,webdev,0,1
2026-09-11,whatsapp_bots,0,2
2026-09-12,ai_general,0,2
2026-09-12,chatbot_dev,0,8
2026-09-12,chatgpt_download,22,949
2026-09-12,chatgpt_login,6,2112
2026-09-12,chatgpt_online,1,349
2026-09-12,chatgpt_prompts,0,3
2026-09-12,chatgpt_translate,0,6
2026-09-12,digital_marketing,0,5
2026-09-12,instagram_bots,0,5
2026-09-12,irrelevant_ukr,0,1
2026-09-12,other,0,12
2026-09-12,seo,0,3
2026-09-12,telegram_ads,0,10
2026-09-12,whatsapp_bots,0,2
2026-09-13,ai_general,0,2
2026-09-13,chatbot_dev,0,10
2026-09-13,chatgpt_download,35,1305
2026-09-13,chatgpt_login,9,2209
2026-09-13,chatgpt_online,10,715
2026-09-13,chatgpt_prompts,0,3
2026-09-13,chatgpt_translate,0,29
2026-09-13,digital_marketing,0,10
2026-09-13,instagram_bots,0,4
2026-09-13,irrelevant_ukr,0,2
2026-09-13,leads_automation,0,1
2026-09-13,other,1,9
2026-09-13,seo,0,4
2026-09-13,telegram_ads,0,2
2026-09-13,telegram_bots,0,3
2026-09-13,webdev,0,1
2026-09-13,whatsapp_bots,0,1
2026-09-14,ai_general,0,3
2026-09-14,chatbot_dev,0,12
2026-09-14,chatgpt_download,19,1166
2026-09-14,chatgpt_login,2,1336
2026-09-14,chatgpt_online,5,983
2026-09-14,chatgpt_payment,0,2
2026-09-14,chatgpt_prompts,0,1
2026-09-14,chatgpt_translate,0,17
2026-09-14,digital_marketing,0,5
2026-09-14,instagram_bots,0,2
2026-09-14,irrelevant_ukr,0,1
2026-09-14,leads_automation,0,4
2026-09-14,other,0,7
2026-09-14,seo,0,4
2026-09-14,telegram_ads,0,2
2026-09-14,telegram_bots,0,2
