query,device,clicks,impressions,ctr,position
seo продвижение информационного сайта,DESKTOP,0,1,0,38
seo продвижение как работает,DESKTOP,0,1,0,70
seo продвижение компании,DESKTOP,0,1,0,20
seo продвижение компании цена,DESKTOP,0,1,0,8
seo продвижение недорого,DESKTOP,0,1,0,25
seo продвижение поисковиках,DESKTOP,0,1,0,7
seo продвижение проекта,DESKTOP,0,1,0,48
seo продвижение раскрутка сайта,DESKTOP,0,1,0,86
seo продвижение раскрутка сайтов,DESKTOP,0,1,0,95
seo продвижение сайта,DESKTOP,0,3,0,66.33333333333333
seo продвижение сайта в ташкенте,DESKTOP,0,6,0,63
seo продвижение сайта заказать,DESKTOP,0,2,0,16.5
seo продвижение сайта недорого,DESKTOP,0,1,0,21
seo продвижение сайта цена,DESKTOP,0,3,0,17.666666666666668
seo продвижение сайта цена,MOBILE,0,2,0,17
seo продвижение сайта что это,DESKTOP,0,3,0,77.33333333333333
seo продвижение сайта что это,MOBILE,0,10,0,68.3
seo продвижение сайта что это такое,DESKTOP,0,2,0,71.5
seo продвижение сайта это,DESKTOP,0,4,0,68
seo продвижение сайта это,MOBILE,0,11,0,63.63636363636363
seo продвижение сайтов,DESKTOP,0,107,0,60.36448598130841
seo продвижение сайтов,MOBILE,0,48,0,58.875
seo продвижение сайтов,TABLET,0,1,0,62
seo продвижение сайтов в поиске,DESKTOP,0,2,0,13
seo продвижение сайтов стоимость,DESKTOP,0,2,0,35.5
seo продвижение сайтов услуги,DESKTOP,0,1,0,13
seo продвижение сайтов что это,DESKTOP,0,4,0,75.5
seo продвижение сайтов что это такое,DESKTOP,0,2,0,58.5
seo продвижение сайтов это,DESKTOP,0,1,0,65
seo продвижение сайтов это,MOBILE,0,1,0,65
seo продвижение сети сайтов,DESKTOP,0,1,0,10
seo продвижение ташкент,DESKTOP,0,3,0,44.333333333333336
seo продвижение услуги,DESKTOP,0,1,0,14
seo продвижение цена,DESKTOP,0,4,0,10.5
seo продвижение цена,MOBILE,0,3,0,15
seo продвижение цена в месяц,DESKTOP,0,1,0,9
seo продвижение цены,DESKTOP,0,2,0,9
seo продвижение что входит,DESKTOP,0,2,0,51
seo продвижение что это,DESKTOP,0,9,0,62.333333333333336
seo продвижение что это,MOBILE,0,15,0,63
seo продвижение что это такое,DESKTOP,0,5,0,73.2
seo продвижение это,DESKTOP,0,27,0,67.29629629629629
seo продвижение это,MOBILE,0,24,0,57.5
seo продвижение это простым языком,DESKTOP,0,1,0,52
seo продвижение это что,DESKTOP,0,6,0,67.16666666666667
seo продвижению,DESKTOP,0,2,0,63
seo продвижению,MOBILE,0,4,0,67
seo продвижения,MOBILE,0,2,0,66.5
seo продвижения это,DESKTOP,0,4,0,64
seo раскрутка,DESKTOP,0,3,0,31.333333333333332
seo раскрутка сайта,DESKTOP,0,1,0,14
seo раскрутка сайта заказать,DESKTOP,0,1,0,26
seo раскрутка сайтов,DESKTOP,0,2,0,15
seo раскрутка сайтов недорого,DESKTOP,0,1,0,28
seo сайта стоимость,DESKTOP,0,2,0,5.5
seo ташкент,DESKTOP,0,30,0,39.666666666666664
seo ташкент,MOBILE,0,2,0,54.5
seo услуги,DESKTOP,0,1,0,11
seo услуги что это,DESKTOP,0,1,0,65
seo услуги что это такое,DESKTOP,0,1,0,67
seo услуги это,MOBILE,0,1,0,72
seo чек лист,DESKTOP,0,4,0,91.5
seo чеклист,DESKTOP,0,1,0,100
shu haqda maʼlumot,MOBILE,0,1,0,1
smm,MOBILE,0,1,0,10
smm mutaxassisi,MOBILE,0,1,0,46
smm nima,DESKTOP,0,4,0,43.25
smm nima,MOBILE,0,3,0,38
smm tashkent,MOBILE,0,1,0,13
smm xizmati,DESKTOP,0,7,0,48
smm xizmati,MOBILE,0,1,0,53
smm xizmatlari,DESKTOP,0,2,0,18.5
smm xizmatlari,MOBILE,0,4,0,34
smm маркетинг в ташкенте,DESKTOP,0,3,0,80.33333333333333
smm на русском,DESKTOP,0,1,0,8
smm на русском,MOBILE,0,1,0,9
smm под ключ,DESKTOP,0,2,0,6
smm продвижение,DESKTOP,0,19,0,19.42105263157895
smm продвижение,MOBILE,0,13,0,20.384615384615383
smm продвижение сайта,DESKTOP,0,2,0,11
smm продвижение цена,DESKTOP,0,2,0,20.5
smm продвижение что это,DESKTOP,0,1,0,26
smm продвижение что это,MOBILE,0,1,0,30
smm продвижение что это такое,DESKTOP,0,2,0,33.5
smm продвижение это,DESKTOP,0,10,0,21.2
smm продвижение это,MOBILE,0,8,0,29.5
smm специалист стоимость,DESKTOP,0,1,0,29
smm специалист цена,DESKTOP,0,1,0,28
smm стоимость,DESKTOP,0,1,0,21
smm таргетированная реклама,DESKTOP,0,2,0,7.5
smm ташкент,DESKTOP,0,2,0,86
smm услуги,DESKTOP,0,16,0,29.75
smm услуги,MOBILE,0,10,0,29.8
smm услуги стоимость,DESKTOP,0,1,0,1
smm услуги цена,DESKTOP,0,1,0,12
smm цена,DESKTOP,0,1,0,14
smm что входит,DESKTOP,0,1,0,22
sotuvchi ai,DESKTOP,0,2,0,12
sotuvchi ai,MOBILE,0,1,0,2
spam papkasi,MOBILE,0,4,0,9.5
target nima,DESKTOP,0,1,0,9
target nima,MOBILE,0,8,0,6.75
target reklama,MOBILE,0,1,0,12
telegram ads узбекистан,DESKTOP,0,3,0,50
telegram ads узбекистан,MOBILE,0,3,0,50
telegram ads цена,MOBILE,0,1,0,2
telegram api python,DESKTOP,0,1,0,48
telegram ariza,MOBILE,0,1,0,203
telegram asd,DESKTOP,0,6,0,2.666666666666667
telegram asd,MOBILE,0,1,0,5
telegram bot api python,DESKTOP,0,2,0,52.5
telegram bot api python,MOBILE,0,17,0,45.64705882352941
telegram bot buyurtma o'zbekiston,DESKTOP,0,1,0,9
telegram bot buyurtma o'zbekiston,MOBILE,0,18,0,9.88888888888889
telegram bot python,DESKTOP,0,2,0,50
telegram bot/python,DESKTOP,0,1,0,61
telegram mini app,DESKTOP,0,4,0,60.75
telegram mini apps,DESKTOP,0,1,0,70
telegram бот на python,DESKTOP,0,1,0,54
toshkentda chat bot yaratish,DESKTOP,0,1,0,86
toshkentda chat bot yaratish,MOBILE,0,6,0,76.83333333333333
userbox бот стоимость,MOBILE,0,2,0,53
uzb,MOBILE,0,1,0,2
uzb chat,MOBILE,0,1,0,9
uzbek chat,DESKTOP,0,4,0,7
uzbek chat,MOBILE,0,7,0,6.857142857142857
uzbekcha chatgpt,DESKTOP,0,1,0,5
uzbekcha chatgpt,MOBILE,0,12,0,6.75
uzbekistan,DESKTOP,0,2,0,48
veb-sayt yaratish,DESKTOP,0,2,0,58.5
versus chatgpt,DESKTOP,0,1,0,31
vs chat gpt,DESKTOP,0,1,0,8
vs chatgpt,DESKTOP,0,1,0,25
web разработка под ключ,DESKTOP,0,1,0,24
what does gpt stand for in chat gpt,MOBILE,0,1,0,7
what gpt stands for in chat gpt,MOBILE,0,1,0,6
whatsapp бот для бизнеса,MOBILE,0,23,0,37.17391304347826
whatsapp чат бот для бизнеса,MOBILE,0,12,0,41.166666666666664
xnj nfrjt kbl,DESKTOP,0,2,0,33
zayavka reklama,DESKTOP,0,2,0,3
zayavka reklama,MOBILE,0,4,0,3.75
а в узбекистане,MOBILE,0,1,0,1
а в узбекистане?,DESKTOP,0,1,0,7
а узбекистан,DESKTOP,0,1,0,6
а узбекистан?,DESKTOP,0,1,0,3
автоматизация заявок,DESKTOP,0,4,0,26.75
автоматизация заявок,MOBILE,0,1,0,6
автоматизация обработки заявок,DESKTOP,0,10,0,62.6
автоматизация ответов в инстаграм ии,DESKTOP,0,6,0,80
автоматизация приема заявок,DESKTOP,0,27,0,47.81481481481482
автоматизация приема заявок,MOBILE,0,3,0,29
автоматизация продаж,DESKTOP,0,3,0,17.666666666666668
автоматизация продаж,MOBILE,0,6,0,17
автоматизация продаж crm,MOBILE,0,1,0,15
автоматизация продаж в мессенджерах,DESKTOP,0,6,0,72
автоматизация продаж в чате,DESKTOP,0,4,0,18.5
автоматизация продаж ии,DESKTOP,0,5,0,31.4
автоматизация продаж с помощью ии,MOBILE,0,1,0,17
автоматизация продажи товаров,DESKTOP,0,8,0,56.5
автоматизация продажи товаров,MOBILE,0,3,0,28.666666666666668
автоматизировать продажи,DESKTOP,0,2,0,73
автоматическая обработка заявок ии,DESKTOP,0,2,0,88.5
аи менеджер,DESKTOP,0,8,0,38.25
аи менеджер,MOBILE,0,2,0,7
ай менеджер,DESKTOP,0,18,0,24.833333333333332
ай менеджер,MOBILE,0,6,0,27.666666666666668
арендовать сервер для бота,DESKTOP,0,1,0,88
аудит digital маркетинга,DESKTOP,0,35,0,13.971428571428572
аудит digital маркетинга,MOBILE,0,1,0,2
аудит воронки продаж,DESKTOP,0,1,0,68
аудит воронки продаж,MOBILE,0,1,0,69
аудит сайта пример,DESKTOP,0,4,0,90.5
аудит сайта пример,MOBILE,0,4,0,97.25
аудит сайта пример отчета,DESKTOP,0,1,0,91
аудит сайта примеры,DESKTOP,0,1,0,70
аудит сайта чек лист,DESKTOP,0,58,0,73.70689655172414
аудит сайта чек лист,MOBILE,0,25,0,82.92
аудит сайта чек лист,TABLET,0,4,0,74.5
бесплатный бот,DESKTOP,0,1,0,77
библиотека python telegram bot,DESKTOP,0,1,0,64
библиотека python telegram bot,MOBILE,0,1,0,62
бизнес сайт под ключ,DESKTOP,0,2,0,15
биржа посевов в телеграме,DESKTOP,0,1,0,21
борис герасимов,DESKTOP,0,2,0,8.5
бот telegram python,DESKTOP,0,1,0,46
бот telegram python,MOBILE,0,1,0,62
бот для записи на прием,MOBILE,0,1,0,30
бот для записи на услуги,MOBILE,0,1,0,22
бот для заявок,DESKTOP,0,1,0,20
бот для инстаграм директ,DESKTOP,0,78,0,27.82051282051282
бот для инстаграм директ,MOBILE,0,2,0,5.5
бот для обработки заявок,DESKTOP,0,1,0,19
бот для покупки в интернет магазине,DESKTOP,0,3,0,48
бот для приема заявок телеграм,DESKTOP,0,1,0,58
бот для сайта,DESKTOP,0,2,0,78
бот на python,DESKTOP,0,2,0,50
бот телеграмм на питоне,DESKTOP,0,1,0,54
боты для продвижения сайта,DESKTOP,0,6,0,96.83333333333333
біржа реклама в телеграм,DESKTOP,0,3,0,36
біржа реклами telegram,DESKTOP,0,4,0,55
біржа реклами в telegram,DESKTOP,0,6,0,54.666666666666664
біржа реклами в телеграм каналах,DESKTOP,0,6,0,53.5
біржа реклами для телеграм,DESKTOP,0,1,0,70
біржа реклами у телеграм каналах,DESKTOP,0,5,0,47.6
біржа реклами у телеграмі,DESKTOP,0,5,0,60.8
біржі реклами в телеграм,DESKTOP,0,4,0,44
біржі реклами у тг,DESKTOP,0,5,0,52.4
біржі реклами у телеграмі,DESKTOP,0,5,0,37.6
в ташкенте,MOBILE,0,1,0,2
в узбекистане,MOBILE,0,1,0,2
в узбекистане ?,DESKTOP,0,1,0,5
в чатах,MOBILE,0,1,0,2
в чем заключается продвижение сайта,DESKTOP,0,8,0,72.75
ватсап бот для бизнеса,DESKTOP,0,14,0,36.5
ватсап бот для бизнеса,MOBILE,0,9,0,36.888888888888886
ватсап бот для бизнеса бесплатно,MOBILE,0,9,0,26.333333333333332
веб разработка под ключ,DESKTOP,0,1,0,29
вебмастер продвижение сайтов,DESKTOP,0,1,0,18
ведение инстаграм,DESKTOP,0,1,0,28
ведение инстаграм заказать,DESKTOP,0,2,0,20
ведение социальных сетей стоимость,DESKTOP,0,1,0,9
ведение социальных сетей цена,DESKTOP,0,1,0,17
ведение соцсетей,DESKTOP,0,1,0,14
ведение соцсетей под ключ,DESKTOP,0,1,0,8
ведение соцсетей стоимость,DESKTOP,0,1,0,1
ведение соцсетей цена,DESKTOP,0,2,0,8.5
виды лидов,DESKTOP,0,9,0,36.22222222222222
виды лидов,MOBILE,0,5,0,27
влияет медленное размещение описание сайта на продвижение,DESKTOP,0,4,0,69
все о продвижении сайта в сео,DESKTOP,0,3,0,80.66666666666667
гарантированные лиды для рекламы что это,MOBILE,0,20,0,39
где директ в инстаграме через компьютер,DESKTOP,0,1,0,79
где моя переписка с ии,MOBILE,0,1,0,8
генерация заявок,DESKTOP,0,2,0,25
голосовой бот для бизнеса,MOBILE,0,2,0,79.5
голосовой чат с ии,MOBILE,0,1,0,24
голосовые ии боты для бизнеса,DESKTOP,0,1,0,100
голосовые ии боты для бизнеса,MOBILE,0,1,0,21
гпт для учебы,DESKTOP,0,7,0,33.142857142857146
гпт для учебы,MOBILE,0,1,0,43
гпт чат,MOBILE,0,1,0,3
гугл бизнес сайт,DESKTOP,0,1,0,77
дай ссылку на чат gpt,MOBILE,0,1,0,8
джіпічат,MOBILE,0,10,0,8.5
дигитална стратегия за бизнес,DESKTOP,0,3,0,74.66666666666667
диджитал агентство,DESKTOP,0,5,0,34
диджитал агентство,MOBILE,0,1,0,19
директ бот,DESKTOP,0,22,0,58.5
директ на компе инстаграм,DESKTOP,0,2,0,70.5
договор на оказание услуг смм,DESKTOP,0,1,0,6
доработать сайт,MOBILE,0,1,0,12
доработка продвижение сайтов,DESKTOP,0,1,0,33
есть ли монетизация инстаграм в узбекистане,TABLET,0,1,0,11
жажи пити,MOBILE,0,2,0,8.5
жажи пити узбекча,MOBILE,0,7,0,4.714285714285714
жажипити,DESKTOP,0,6,0,5.833333333333333
жажипити,MOBILE,0,33,0,3.090909090909091
жипичат,DESKTOP,0,1,0,5
жипичат,MOBILE,0,1,0,5
заказать seo продвижение,MOBILE,0,3,0,71.33333333333333
заказать seo продвижение сайта,DESKTOP,0,1,0,33
заказать поисковое продвижение сайта,DESKTOP,0,1,0,35
заказать рекламу в интернете,DESKTOP,0,1,0,28
заказать сайт для бизнеса,DESKTOP,0,1,0,30
заказать сайт под ключ,DESKTOP,0,1,0,60
заказать сео продвижение,DESKTOP,0,1,0,76
заказать таргет,DESKTOP,0,2,0,7
заказать таргет рекламу,DESKTOP,0,1,0,11
заказать таргетинг,DESKTOP,0,2,0,7.5
заказать таргетинговую рекламу,DESKTOP,0,3,0,10
заказать телеграм бота,DESKTOP,0,1,0,70
изготовить сайт под ключ,DESKTOP,0,1,0,26
ии агент продавец,DESKTOP,0,1,0,99
ии бот для бизнеса,DESKTOP,0,6,0,79
ии бот для продаж,DESKTOP,0,4,0,90.75
ии боты для бизнеса,DESKTOP,0,4,0,83.75
ии для обработки заявок,DESKTOP,0,7,0,90.28571428571429
ии для салона красоты,DESKTOP,0,6,0,51.166666666666664
ии для салона красоты,MOBILE,0,9,0,50
ии и чат джипити разница,DESKTOP,0,1,0,1
ии консультант для сайта,DESKTOP,0,3,0,98
ии менеджер,DESKTOP,0,11,0,58.18181818181818
ии менеджер,MOBILE,0,3,0,33.333333333333336
ии на узбекском языке,DESKTOP,0,1,0,9
ии на узбекском языке,MOBILE,0,5,0,12
ии общение,DESKTOP,0,2,0,70
ии продавец,DESKTOP,0,1,0,7
ии с которым можно общаться,DESKTOP,0,1,0,56
ии с которым можно поговорить,DESKTOP,0,1,0,72
ии чат бот для бизнеса,DESKTOP,0,4,0,84.5
ии чат бот для сайта,DESKTOP,0,2,0,71
ии чат для сайта,DESKTOP,0,4,0,88
интернет маркетинг оплата за лиды,DESKTOP,0,2,0,37.5
интернет маркетинг оплата за лиды,MOBILE,0,2,0,38.5
интернет маркетинг ташкент,DESKTOP,0,7,0,43.857142857142854
интернет продвижение сайтов,DESKTOP,0,7,0,25.428571428571427
интернет продвижение сайтов,MOBILE,0,3,0,15
интернет реклама в ташкенте,DESKTOP,0,1,0,24
искусственный интеллект для общения,DESKTOP,0,2,0,58
искусственный интеллект на узбекском языке,MOBILE,0,1,0,10
искусственный интеллект общение,DESKTOP,0,1,0,82
искусственный интеллект онлайн чат,DESKTOP,0,2,0,12
искусственный интеллект с которым можно поговорить,DESKTOP,0,1,0,78
как задать вопрос искусственному интеллекту,DESKTOP,0,1,0,74
как им пользоваться,MOBILE,0,1,0,1
как найти диалог с ии,MOBILE,0,1,0,9
как написать телеграм бот,DESKTOP,0,1,0,91
как общаться с искусственным интеллектом,DESKTOP,0,1,0,38
как объяснить чату gpt,MOBILE,0,2,0,6
как оплатить,MOBILE,0,1,0,1
как определить продвижение сайта,DESKTOP,0,3,0,89.33333333333333
как перевести чат gpt на русский,DESKTOP,0,1,0,8
как перевести чат gpt на русский,MOBILE,0,1,0,1
как переводится лид,DESKTOP,0,2,0,24.5
как подключить openai к telegram-боту,DESKTOP,0,2,0,29.5
как получать заявки из нейросетей,DESKTOP,0,2,0,88.5
как пользоваться gpt бесплатно,DESKTOP,0,1,0,7
как пользоваться gpt бесплатно,MOBILE,0,1,0,9
как пользоваться инстаграм директ,DESKTOP,0,1,0,68
как пообщаться с ии,DESKTOP,0,1,0,22
как пообщаться с искусственным интеллектом,DESKTOP,0,2,0,54.5
как пообщаться с искусственным интеллектом,MOBILE,0,3,0,10
как пообщаться с нейросетью,DESKTOP,0,1,0,44
как принимать оплату в телеграм,DESKTOP,0,1,0,23
как принимать платежи в телеграм,DESKTOP,0,1,0,6
как происходит сео продвижение сайта,DESKTOP,0,24,0,61.041666666666664
как работает seo продвижение,DESKTOP,0,27,0,77.81481481481481
как работает seo продвижение сайтов,DESKTOP,0,35,0,69.57142857142857
как работает ии менеджер,DESKTOP,0,5,0,47.8
как работает продвижение сайта,DESKTOP,0,5,0,62.6
как работает сео продвижение,DESKTOP,0,22,0,77.4090909090909
как работает сео продвижение сайта,DESKTOP,0,24,0,59.625
как расшифровывается gpt chat,MOBILE,0,2,0,10.5
как расшифровывается gpt chat,TABLET,0,1,0,11
как расшифровывается лид,DESKTOP,0,1,0,1
как расшифровывается чат gpt,MOBILE,0,1,0,9
как связаться с искусственным интеллектом,DESKTOP,0,1,0,27
как сделать бот для сайта,DESKTOP,0,28,0,59.714285714285715
как сделать бот для сайта,MOBILE,0,11,0,68.0909090909091
как сделать бот для сайта,TABLET,0,3,0,72.33333333333333
как сделать бота в телеграм,DESKTOP,0,1,0,96
как сделать онлайн запись в телеграмме,DESKTOP,0,1,0,44
как сделать телеграм бота на питоне,DESKTOP,0,1,0,54
как создать telegram bot,MOBILE,0,1,0,24
как создать бота в телеграм,DESKTOP,0,1,0,89
как создать бота в телеграмме python,DESKTOP,0,1,0,80
как создать маркетинг кит,DESKTOP,0,4,0,33
как создать своего телеграм бота,DESKTOP,0,1,0,98
как создать телеграм бот,DESKTOP,0,1,0,97
как создать телеграм бота,DESKTOP,0,3,0,92.33333333333333
какие бывают лиды,MOBILE,0,1,0,27
какие есть ии чаты,DESKTOP,0,1,0,49
какие есть чаты ии,DESKTOP,0,5,0,92.8
какие есть чаты с искусственным интеллектом,MOBILE,0,1,0,5
какие услуги оказывает smm специалист,MOBILE,0,1,0,27
капитал банк узбекистан,MOBILE,0,2,0,3
качественный лид это,MOBILE,0,1,0,42
квалификация лида,MOBILE,0,1,0,60
квалификация лидов,MOBILE,0,1,0,52
классификация лидов,MOBILE,0,1,0,22
ключ разработка сайта цена,DESKTOP,0,1,0,47
контекстная реклама стоимость в месяц,DESKTOP,0,1,0,5
контекстная реклама ташкент,DESKTOP,0,6,0,52.333333333333336
контекстная реклама ташкент,MOBILE,0,4,0,56.5
контекстная реклама цена,DESKTOP,0,1,0,4
контент сайта продвижение,DESKTOP,0,1,0,39
кто такой лид,DESKTOP,0,15,0,33.13333333333333
кто такой лид,MOBILE,0,11,0,26.545454545454547
купить рекламу в интернете,DESKTOP,0,1,0,31
леды это в маркетинге,DESKTOP,0,1,0,31
лендинг или интернет магазин что лучше,MOBILE,0,1,0,27
лендинг или интернет-магазин,DESKTOP,0,4,0,30.75
лендинг интернет магазин,DESKTOP,0,1,0,25
лендинг интернет-магазин,DESKTOP,0,3,0,21.333333333333332
лид,DESKTOP,0,45,0,31.666666666666668
лид,MOBILE,0,23,0,25.391304347826086
лид аббревиатура,DESKTOP,0,1,0,26
лид аббревиатура,MOBILE,0,1,0,27
лид в контекстной рекламе это,DESKTOP,0,12,0,41.916666666666664
лид в маркетинге,DESKTOP,0,4,0,16.75
лид в маркетинге,MOBILE,0,5,0,10.6
лид в маркетинге это,DESKTOP,0,5,0,26.8
лид в маркетинге это,MOBILE,0,1,0,12
лид в продажах,DESKTOP,0,2,0,41
лид в продажах это,DESKTOP,0,2,0,38
лид в продажах это,MOBILE,0,1,0,33
лид в рекламе это,DESKTOP,0,17,0,30.235294117647058
лид в рекламе это,MOBILE,0,6,0,19.333333333333332
лид в статье это,DESKTOP,0,1,0,78
лид в таргете это,DESKTOP,0,5,0,36.2
лид в таргете это,MOBILE,0,2,0,4
лид инстаграм что это,MOBILE,0,1,0,8
лид как переводится,DESKTOP,0,11,0,21.181818181818183
лид как расшифровывается,MOBILE,0,2,0,1
лид маркетинг,MOBILE,0,1,0,12
лид менеджер кто это простыми словами,DESKTOP,0,1,0,42
лид определение,DESKTOP,0,1,0,27
лид определение,MOBILE,0,1,0,27
лид про,DESKTOP,0,1,0,9
лид расшифровка,DESKTOP,0,16,0,24.6875
лид расшифровка,MOBILE,0,3,0,3
лид реклама,DESKTOP,0,8,0,25
лид реклама,MOBILE,0,4,0,25
лид что значит,DESKTOP,0,14,0,29.142857142857142
лид что такое,DESKTOP,0,14,0,31
лид что такое,MOBILE,0,8,0,26
лид что это,DESKTOP,0,5,0,28.8
лид что это,MOBILE,0,2,0,29.5
лид что это такое,MOBILE,0,2,0,27
лид что это такое в продажах,DESKTOP,0,7,0,44.42857142857143
лид это,DESKTOP,0,66,0,28.46969696969697
лид это,MOBILE,0,43,0,20.627906976744185
лид это в маркетинге,DESKTOP,0,18,0,31.27777777777778
лид это в маркетинге,MOBILE,0,12,0,25.333333333333332
лид это в продажах,MOBILE,0,4,0,34
лид это в продажах простыми словами,DESKTOP,0,2,0,28.5
лид это в рекламе,DESKTOP,0,20,0,24.15
лид это в рекламе,MOBILE,0,15,0,28.933333333333334
лид это простыми словами,DESKTOP,0,5,0,29
лид это простыми словами,MOBILE,0,11,0,24.181818181818183
лид это что,MOBILE,0,5,0,25
лид єто,MOBILE,0,2,0,30
лидам,DESKTOP,0,3,0,35
лиды,DESKTOP,0,1,0,26
лиды в маркетинге,DESKTOP,0,3,0,13
лиды в маркетинге,MOBILE,0,2,0,18
лиды в маркетинге что это,DESKTOP,0,1,0,33
лиды в маркетинге это,DESKTOP,0,4,0,16
лиды в маркетинге это,MOBILE,0,4,0,13.5
лиды в продажах что это,MOBILE,0,2,0,33
лиды в продажах это,MOBILE,0,1,0,34
лиды в рекламе это,DESKTOP,0,1,0,7
лиды для фотографа,DESKTOP,0,1,0,50
лиды маркетинг,DESKTOP,0,15,0,32.2
лиды цена,DESKTOP,0,1,0,13
лиды что такое,DESKTOP,0,3,0,22.666666666666668
лиды что такое,MOBILE,0,8,0,27
лиды что это,DESKTOP,0,10,0,36.4
лиды что это,MOBILE,0,3,0,31
лиды что это такое,MOBILE,0,1,0,31
лиды что это такое кредиты,DESKTOP,0,2,0,42.5
лиды это,DESKTOP,0,19,0,31.05263157894737
лиды это,MOBILE,0,6,0,30.166666666666668
лиды это в продажах,MOBILE,0,1,0,35
лиды это википедия,DESKTOP,0,1,0,34
лиды это простыми,DESKTOP,0,1,0,32
лиды это простыми словами,DESKTOP,0,4,0,29.75
лиды это простыми словами,MOBILE,0,4,0,28
лиды это что,MOBILE,0,8,0,29.25
лиды это что в продажах,MOBILE,0,1,0,44
лиды это что такое,DESKTOP,0,1,0,28
лиды это что такое,MOBILE,0,3,0,28.666666666666668
лучшие хостинги для телеграм бота,DESKTOP,0,2,0,69
лід це,DESKTOP,0,1,0,100
маркетинг кит,DESKTOP,0,3,0,38
маркетинг кит,MOBILE,0,1,0,26
маркетинг кит компании,DESKTOP,0,6,0,28.333333333333332
маркетинг кит компании,MOBILE,0,1,0,30
маркетинг кит купить,MOBILE,0,1,0,29
маркетинг кит цена,DESKTOP,0,1,0,20
маркетинг кит цена,MOBILE,0,1,0,24
маркетинг кит шаблоны,DESKTOP,0,1,0,30
маркетинг кит это,DESKTOP,0,2,0,18
маркетинг кит это,MOBILE,0,1,0,18
маркетинг киты,DESKTOP,0,17,0,34.1764705882353
маркетинг под ключ,DESKTOP,0,4,0,25.5
маркетинг под ключ,MOBILE,0,1,0,8
маркетинг термины,MOBILE,0,1,0,10
маркетинг-кит бизнеса,DESKTOP,0,1,0,30
маркетинг-кит компании,DESKTOP,0,1,0,28
маркетинговая терминология,MOBILE,0,2,0,28.5
маркетинговые лиды,DESKTOP,0,5,0,36.6
маркетинговые слова,MOBILE,0,6,0,24.666666666666668
маркетинговые термины,DESKTOP,0,1,0,79
маркетинговые термины,MOBILE,0,3,0,22
маркетинговый словарь,DESKTOP,0,1,0,22
маркетинговый словарь,MOBILE,0,4,0,22
маркетинговый словарь терминов,MOBILE,0,2,0,27
медицинский ии бот,MOBILE,0,1,0,3
менеджер ии,DESKTOP,0,1,0,9
менеджер ии что это,DESKTOP,0,3,0,34.666666666666664
менеджер ии это,MOBILE,0,2,0,11.5
монетизация инстаграм в узбекистане,DESKTOP,0,2,0,1
монетизация инстаграм в узбекистане,MOBILE,0,4,0,9.25
нужно сео продвижение,DESKTOP,0,1,0,8
обработка входящих заявок в инстаграм,DESKTOP,0,10,0,18.6
обработка заявки,MOBILE,0,7,0,82.42857142857143
обработка заявок нейросеть автоматизация,DESKTOP,0,3,0,63
обработка лидов это,DESKTOP,0,1,0,8
обработка лидов это,MOBILE,0,1,0,10
обсудить с ии,MOBILE,0,1,0,1
общатся с ии,MOBILE,0,2,0,9.5
общаться с ии,DESKTOP,0,1,0,49
общаться с искусственным интеллектом,DESKTOP,0,1,0,29
общение с ии,DESKTOP,0,3,0,60.333333333333336
общение с искусственным интеллектом,DESKTOP,0,5,0,53.2
оказание смм услуг,DESKTOP,0,1,0,14
онлайн,MOBILE,0,2,0,7
онлайн chatgpt,MOBILE,0,1,0,6
онлайн консультант виджет,DESKTOP,0,1,0,97
оплата chatgpt,DESKTOP,0,1,0,3
оплата за лид,DESKTOP,0,8,0,86.25
оплатить chatgpt,DESKTOP,0,2,0,4
оплатить chatgpt plus,MOBILE,0,1,0,4
оптимизация сайта стоимость,DESKTOP,0,2,0,17.5
основные маркетинговые термины,MOBILE,0,5,0,27.6
основные термины маркетинга,MOBILE,0,1,0,30
от gpt,DESKTOP,0,1,0,8
пакет услуг smm,DESKTOP,0,2,0,22
поговорить с ии на русском,DESKTOP,0,1,0,76
подбери ссылки,MOBILE,0,1,0,4
поддержка telegram,MOBILE,0,2,0,11
поддержка и продвижение сайта стоимость,DESKTOP,0,1,0,1
поддержка телеграмм бот,MOBILE,0,2,0,9
подписка гпт,MOBILE,0,1,0,3
подписка чат gpt цена,MOBILE,0,1,0,3
поисковая оптимизация сайта цена,DESKTOP,0,1,0,8
поисковая оптимизация стоимость,DESKTOP,0,1,0,12
поисковое продвижение,DESKTOP,0,2,0,88
поисковое продвижение seo это,DESKTOP,0,2,0,76.5
поисковое продвижение веб сайта,DESKTOP,0,1,0,23
поисковое продвижение сайта seo,DESKTOP,0,1,0,48
поисковое продвижение сайта недорого,DESKTOP,0,1,0,23
поисковое продвижение сайта сео,DESKTOP,0,1,0,10
поисковое продвижение сайта это,DESKTOP,0,1,0,77
поисковое продвижение сайта это,MOBILE,0,6,0,71.33333333333333
поисковое продвижение сайтов в ташкенте,DESKTOP,0,4,0,64
поисковое продвижение сайтов это,MOBILE,0,8,0,70.5
поисковое продвижение создание сайтов,MOBILE,0,1,0,19
поисковое продвижение цена,MOBILE,0,1,0,27
поисковое продвижение это,MOBILE,0,5,0,69
поисковый аудит сайта пример,DESKTOP,0,1,0,82
пообщаться с ии,DESKTOP,0,1,0,8
пообщаться с ии,MOBILE,0,2,0,7.5
пообщаться с ии,TABLET,0,2,0,7
